id_product;name;brand;priceU;salePriceU;article
95059786;AllConsoles;AllConsoles;59791.0;20053.0;1053-CS grey
94945735;AllConsoles;AllConsoles;53613.0;19654.0;1023-CS grey
95059800;AllConsoles;AllConsoles;58607.0;17828.0;1053-CB grey
95059817;AllConsoles;AllConsoles;67435.0;16831.0;1063-CG grey
148263912;AllConsoles;AllConsoles;49761.0;18630.0;1121-CS clear
148263891;AllConsoles;AllConsoles;50820.0;18630.0;1122-CS grey
148263916;AllConsoles;AllConsoles;51553.0;19301.0;1121-CS grey
148263908;AllConsoles;AllConsoles;47187.0;17298.0;1121-CG grey
185377864;SIMPLE STORY;SIMPLE STORY;26380.0;20550.0;1058-8PL
141205432;AllConsoles;AllConsoles;55308.0;20707.0;1022-CS grey
148235768;AllConsoles;AllConsoles;43190.0;15833.0;1031-CB_S clear
148263888;AllConsoles;AllConsoles;49497.0;18145.0;1122-CS clear
148263905;AllConsoles;AllConsoles;45360.0;16628.0;1121-CG clear
149297210;AllConsoles;AllConsoles;51408.0;15638.0;1121-CB clear
148263914;AllConsoles;AllConsoles;53077.0;15318.0;1124-CB clear
141199407;AllConsoles;AllConsoles;53283.0;18286.0;1012-CS grey
141199406;AllConsoles;AllConsoles;57817.0;16685.0;1012-CG grey
94870768;AllConsoles;AllConsoles;43750.0;16038.0;1013-CB clear
95059797;AllConsoles;AllConsoles;46501.0;16684.0;1054-CG clear
148263913;AllConsoles;AllConsoles;38324.0;11957.0;1082-CG grey
148263907;AllConsoles;AllConsoles;38324.0;11957.0;1082-CB grey
148263919;AllConsoles;AllConsoles;38332.0;14052.0;1082-CS grey
148263903;AllConsoles;AllConsoles;36857.0;11786.0;1082-CB clear
148263909;AllConsoles;AllConsoles;36857.0;11786.0;1082-CG clear
94616598;AllConsoles;AllConsoles;56560.0;20734.0;1021-CS grey
190913093;AllConsoles;AllConsoles;36499.0;14234.0;1014-CG clear
95059792;AllConsoles;AllConsoles;59203.0;17085.0;1053-CB clear
94943670;AllConsoles;AllConsoles;55748.0;20437.0;1021-CS clear
95059795;AllConsoles;AllConsoles;59091.0;20280.0;1053-CS clear
94943800;AllConsoles;AllConsoles;52955.0;19413.0;1023-CS clear
94942301;AllConsoles;AllConsoles;53277.0;17453.0;1021-CB clear
148235763;AllConsoles;AllConsoles;42063.0;15420.0;1081-CS grey
148235761;AllConsoles;AllConsoles;42289.0;13194.0;1081-CG grey
133908815;AllConsoles;AllConsoles;40527.0;13908.0;1081-CB grey
148235775;AllConsoles;AllConsoles;43073.0;12094.0;1081-CG clear
134171011;AllConsoles;AllConsoles;49217.0;18042.0;1091-CB grey
148235752;AllConsoles;AllConsoles;40236.0;14750.0;1081-CS clear
148263895;AllConsoles;AllConsoles;42090.0;11490.0;1084-CG grey
94944643;AllConsoles;AllConsoles;52365.0;18380.0;1051-CG clear
134171007;AllConsoles;AllConsoles;47390.0;17373.0;1091-CB clear
94618180;AllConsoles;AllConsoles;55940.0;15707.0;1012-CB clear
94618190;AllConsoles;AllConsoles;39361.0;14429.0;1014-CB clear
94618173;AllConsoles;AllConsoles;54171.0;16901.0;1022-CB clear
94618184;AllConsoles;AllConsoles;44751.0;16405.0;1013-CB grey
133908803;AllConsoles;AllConsoles;43073.0;12094.0;1081-CB clear
94618188;AllConsoles;AllConsoles;53193.0;18670.0;1051-CG grey
134171005;AllConsoles;AllConsoles;49686.0;16277.0;1093-CB clear
94944048;AllConsoles;AllConsoles;52365.0;18380.0;1051-CB clear
141199527;AllConsoles;AllConsoles;53748.0;17607.0;1022-CB grey
148266885;AllConsoles;AllConsoles;36971.0;11246.0;1084-CB clear
148263894;AllConsoles;AllConsoles;58684.0;14189.0;1123-CB clear
134171016;AllConsoles;AllConsoles;50996.0;15512.0;1092-CB grey
134171010;AllConsoles;AllConsoles;47116.0;14332.0;1103-CB clear
141196773;AllConsoles;AllConsoles;43749.0;13990.0;1033-CB_G grey
148235773;AllConsoles;AllConsoles;49062.0;13776.0;1033-CB_S clear
141196774;AllConsoles;AllConsoles;44252.0;12771.0;1033-CB_G clear
148235754;AllConsoles;AllConsoles;53425.0;14168.0;1083-CS grey
134171013;AllConsoles;AllConsoles;51106.0;16742.0;1093-CB grey
134171014;AllConsoles;AllConsoles;49497.0;15056.0;1092-CB clear
148235764;AllConsoles;AllConsoles;51659.0;13699.0;1083-CS clear
95059794;AllConsoles;AllConsoles;49809.0;17482.0;1052-CG clear
141205702;AllConsoles;AllConsoles;55145.0;16775.0;1054-CB grey
134171009;AllConsoles;AllConsoles;47897.0;14570.0;1103-CB grey
185403125;SIMPLE STORY;SIMPLE STORY;17807.0;14601.0;1160-LED30PL
181408535;SIMPLE STORY;SIMPLE STORY;2696.0;2100.0;2077-LED24DLW
181408536;SIMPLE STORY;SIMPLE STORY;2312.0;1801.0;2077-LED24DLB
181537259;SIMPLE STORY;SIMPLE STORY;1590.0;1238.0;2081-LED12DLW
184499051;SIMPLE STORY;SIMPLE STORY;21746.0;16940.0;1096-4CL
122900342;SIMPLE STORY;SIMPLE STORY;25020.0;19490.0;1025-3PL
180716148;SIMPLE STORY;SIMPLE STORY;2184.0;1701.0;2047-LED10TRW
122902907;SIMPLE STORY;SIMPLE STORY;42161.0;32843.0;1103-6PL
186052523;SIMPLE STORY;SIMPLE STORY;15574.0;12132.0;1124-1PL
122900336;SIMPLE STORY;SIMPLE STORY;14394.0;11212.0;1110-4WL
122900603;SIMPLE STORY;SIMPLE STORY;11950.0;9309.0;1099-2WL
122900345;SIMPLE STORY;SIMPLE STORY;11767.0;9166.0;5831-1PL
179358682;SIMPLE STORY;SIMPLE STORY;9900.0;7712.0;5581-1WL
122902806;SIMPLE STORY;SIMPLE STORY;9592.0;7472.0;1030-1WL
122902808;SIMPLE STORY;SIMPLE STORY;8584.0;6686.0;1106-2WL
122900331;SIMPLE STORY;SIMPLE STORY;6888.0;5365.0;1171-1PL
186620129;SIMPLE STORY;SIMPLE STORY;5993.0;4668.0;1053-1PL
179905007;SIMPLE STORY;SIMPLE STORY;806.0;627.0;2031-1DLW
122900333;SIMPLE STORY;SIMPLE STORY;11380.0;8865.0;1156-LED15PL
187980497;SIMPLE STORY;SIMPLE STORY;563.0;461.0;2071-1DLB
183589881;SIMPLE STORY;SIMPLE STORY;43645.0;33999.0;1081-LED20PL
186010094;SIMPLE STORY;SIMPLE STORY;9468.0;7375.0;1121-1PL
183159345;SIMPLE STORY;SIMPLE STORY;6988.0;5443.0;1109-2WL
181125802;SIMPLE STORY;SIMPLE STORY;950.0;740.0;2066-1DLBW
187985979;SIMPLE STORY;SIMPLE STORY;519.0;433.0;2084-LED5DLW
185222411;SIMPLE STORY;SIMPLE STORY;21132.0;16461.0;1010-9PL
191349949;AllConsoles;AllConsoles;41671.0;18851.0;1091-CG clear
191101422;AllConsoles;AllConsoles;25424.0;12096.0;1072-CB grey
122900340;SIMPLE STORY;SIMPLE STORY;28300.0;22045.0;1026-3PL
122900330;SIMPLE STORY;SIMPLE STORY;2535.0;1974.0;2018-2WLW
122900326;SIMPLE STORY;SIMPLE STORY;2535.0;1974.0;2017-2WLW
191101423;AllConsoles;AllConsoles;33701.0;11829.0;1072-CG clear
182108229;SIMPLE STORY;SIMPLE STORY;199.0;199.0;2003-TRB
182108232;SIMPLE STORY;SIMPLE STORY;199.0;199.0;2004-TRW
190952201;AllConsoles;AllConsoles;30678.0;13878.0;1071-CS clear
187985978;SIMPLE STORY;SIMPLE STORY;714.0;556.0;2084-LED12DLW
183698948;SIMPLE STORY;SIMPLE STORY;98652.0;76849.0;1032-7PL
183579679;SIMPLE STORY;SIMPLE STORY;98652.0;76849.0;1031-7PL
183794171;SIMPLE STORY;SIMPLE STORY;80190.0;62468.0;5521-7PL
183657110;SIMPLE STORY;SIMPLE STORY;73763.0;57461.0;1045-8PL
183579680;SIMPLE STORY;SIMPLE STORY;72936.0;56817.0;1031-R7PL
183698947;SIMPLE STORY;SIMPLE STORY;60060.0;49249.0;1032-R7PL
183876850;SIMPLE STORY;SIMPLE STORY;62993.0;49071.0;5581-6PL
181849499;SIMPLE STORY;SIMPLE STORY;62993.0;49071.0;5931-7PL
183579678;SIMPLE STORY;SIMPLE STORY;59000.0;45961.0;1031-6PL
183982190;SIMPLE STORY;SIMPLE STORY;58932.0;45908.0;1013-12PL
183794172;SIMPLE STORY;SIMPLE STORY;55793.0;43462.0;5521-6PL
183150451;SIMPLE STORY;SIMPLE STORY;53772.0;41888.0;1028-12PL
183986453;SIMPLE STORY;SIMPLE STORY;50515.0;39351.0;1033-5CL
182929997;SIMPLE STORY;SIMPLE STORY;50397.0;39259.0;1094-8PL
184972872;SIMPLE STORY;SIMPLE STORY;47812.0;39205.0;1038-12PL
184007892;SIMPLE STORY;SIMPLE STORY;49497.0;38558.0;48271-4PL
183439614;SIMPLE STORY;SIMPLE STORY;48923.0;38111.0;1166-LED56PL
183657109;SIMPLE STORY;SIMPLE STORY;46298.0;37964.0;1045-5PL
184338282;SIMPLE STORY;SIMPLE STORY;45863.0;37607.0;1091-9PL
184159694;SIMPLE STORY;SIMPLE STORY;47880.0;37298.0;1083-LED20PL
184159693;SIMPLE STORY;SIMPLE STORY;47880.0;37298.0;1082-LED20PL
183698946;SIMPLE STORY;SIMPLE STORY;44054.0;36124.0;1032-6PL
184978333;SIMPLE STORY;SIMPLE STORY;44993.0;35049.0;50131-6PL
184558478;SIMPLE STORY;SIMPLE STORY;44603.0;34745.0;1104-9PL
182970405;SIMPLE STORY;SIMPLE STORY;44196.0;34428.0;1108-12PL
184974835;SIMPLE STORY;SIMPLE STORY;43645.0;33999.0;1080-LED20PL
184499050;SIMPLE STORY;SIMPLE STORY;40297.0;33043.0;1097-5PL
183788052;SIMPLE STORY;SIMPLE STORY;42300.0;32951.0;1046-5PL
184007890;SIMPLE STORY;SIMPLE STORY;41389.0;32242.0;48231-4PL
183986451;SIMPLE STORY;SIMPLE STORY;41007.0;31944.0;1033-4PL
184338281;SIMPLE STORY;SIMPLE STORY;40894.0;31856.0;1090-9PL
184286631;SIMPLE STORY;SIMPLE STORY;40467.0;31523.0;1087-LED28PL
184286630;SIMPLE STORY;SIMPLE STORY;40466.0;31523.0;1086-LED28PL
184037454;SIMPLE STORY;SIMPLE STORY;39600.0;30848.0;4871-3PL
184635371;SIMPLE STORY;SIMPLE STORY;37332.0;30612.0;1037-8PL
182350672;SIMPLE STORY;SIMPLE STORY;37200.0;30504.0;1106-12PL
184978334;SIMPLE STORY;SIMPLE STORY;38700.0;30147.0;50231-6PL
184338280;SIMPLE STORY;SIMPLE STORY;38663.0;30118.0;1089-9PL
184974247;SIMPLE STORY;SIMPLE STORY;38384.0;29901.0;10791-5PL
184988335;SIMPLE STORY;SIMPLE STORY;37440.0;29165.0;39141-5PL
183982192;SIMPLE STORY;SIMPLE STORY;36863.0;28716.0;1013-8PL
184499049;SIMPLE STORY;SIMPLE STORY;36189.0;28191.0;1096-5PL
184510366;SIMPLE STORY;SIMPLE STORY;33797.0;27713.0;1098-9PL
184007889;SIMPLE STORY;SIMPLE STORY;35100.0;27342.0;48131-4PL
183986452;SIMPLE STORY;SIMPLE STORY;34992.0;27258.0;1033-7PL
184350539;SIMPLE STORY;SIMPLE STORY;34899.0;27186.0;1093-7PL
184350537;SIMPLE STORY;SIMPLE STORY;34808.0;27115.0;1093-6PL
185126532;SIMPLE STORY;SIMPLE STORY;32746.0;26851.0;1176-LED40PL
184350538;SIMPLE STORY;SIMPLE STORY;33979.0;26469.0;1093-7CL
184521800;SIMPLE STORY;SIMPLE STORY;32818.0;25565.0;1103-4PL
184635370;SIMPLE STORY;SIMPLE STORY;30960.0;25387.0;1037-6PL
184692503;SIMPLE STORY;SIMPLE STORY;32561.0;25365.0;1038-6PL
183046709;SIMPLE STORY;SIMPLE STORY;32378.0;25222.0;1113-3PL
183046708;SIMPLE STORY;SIMPLE STORY;32378.0;25222.0;1112-3PL
184037453;SIMPLE STORY;SIMPLE STORY;30593.0;25086.0;4831-3PL
184973549;SIMPLE STORY;SIMPLE STORY;31852.0;24812.0;1061-5PL
181849500;SIMPLE STORY;SIMPLE STORY;31168.0;24279.0;5931PL3LED
183046710;SIMPLE STORY;SIMPLE STORY;30098.0;23446.0;1114-3PL
122900328;SIMPLE STORY;SIMPLE STORY;29861.0;23261.0;1094-4PL
182388100;SIMPLE STORY;SIMPLE STORY;29572.0;23036.0;1106-9PL
183150454;SIMPLE STORY;SIMPLE STORY;29572.0;23036.0;1028-9PL
183848755;SIMPLE STORY;SIMPLE STORY;28793.0;22429.0;5031-5PL
183434376;SIMPLE STORY;SIMPLE STORY;28224.0;21986.0;1023-LED30PL
183434375;SIMPLE STORY;SIMPLE STORY;28224.0;21986.0;1022-LED30PL
185378277;SIMPLE STORY;SIMPLE STORY;27781.0;21641.0;1093-6CL
181849498;SIMPLE STORY;SIMPLE STORY;27297.0;21264.0;5931-6PL3LED
184995931;SIMPLE STORY;SIMPLE STORY;25688.0;21064.0;1102-5PL
183407936;SIMPLE STORY;SIMPLE STORY;25692.0;20014.0;1162-LED30PL
184512733;SIMPLE STORY;SIMPLE STORY;24242.0;19878.0;1098-6PL
122900337;SIMPLE STORY;SIMPLE STORY;24424.0;19026.0;2057-LED15PLCR
184558479;SIMPLE STORY;SIMPLE STORY;23033.0;18887.0;1105-6PL
184338278;SIMPLE STORY;SIMPLE STORY;22894.0;18773.0;1090-6CL
184635369;SIMPLE STORY;SIMPLE STORY;24087.0;18763.0;1037-4PL
184330982;SIMPLE STORY;SIMPLE STORY;23560.0;18353.0;1020-LED9PL
185378081;SIMPLE STORY;SIMPLE STORY;23540.0;18337.0;1034-3PL
184338277;SIMPLE STORY;SIMPLE STORY;21563.0;17681.0;1088-6CL
184558477;SIMPLE STORY;SIMPLE STORY;22069.0;17191.0;1104-4PL
181849497;SIMPLE STORY;SIMPLE STORY;21834.0;17008.0;5931-5PL3LED
184499052;SIMPLE STORY;SIMPLE STORY;20124.0;15676.0;1097-4CL
183439613;SIMPLE STORY;SIMPLE STORY;19723.0;15364.0;1166-LED21CL
187218917;SIMPLE STORY;SIMPLE STORY;19624.0;15287.0;1164-LED70CL
185403123;SIMPLE STORY;SIMPLE STORY;19341.0;15066.0;1158-LED30PL
186806834;SIMPLE STORY;SIMPLE STORY;19180.0;14941.0;1021-5PL
182930960;SIMPLE STORY;SIMPLE STORY;18709.0;14574.0;1095-1PL
184286628;SIMPLE STORY;SIMPLE STORY;18519.0;14426.0;1086-LED16CL
184286629;SIMPLE STORY;SIMPLE STORY;18519.0;14426.0;1087-LED16CL
190952202;AllConsoles;AllConsoles;34353.0;14201.0;1071-CS grey
184145238;SIMPLE STORY;SIMPLE STORY;18141.0;14131.0;1080-LED12WL
183587162;SIMPLE STORY;SIMPLE STORY;18141.0;14131.0;1081-LED12WL
183587163;SIMPLE STORY;SIMPLE STORY;17976.0;14003.0;1081-LED8WL
122902811;SIMPLE STORY;SIMPLE STORY;17976.0;14003.0;1080-LED8WL
122900332;SIMPLE STORY;SIMPLE STORY;17828.0;13888.0;1032-1PL
184338279;SIMPLE STORY;SIMPLE STORY;16887.0;13847.0;1092-6CL
183439615;SIMPLE STORY;SIMPLE STORY;17596.0;13707.0;1165-LED26CL
185490734;SIMPLE STORY;SIMPLE STORY;17469.0;13608.0;1145-6PL
184975258;SIMPLE STORY;SIMPLE STORY;17100.0;13320.0;1085-LED4PL
122900311;SIMPLE STORY;SIMPLE STORY;17100.0;13320.0;1084-LED4PL
183407938;SIMPLE STORY;SIMPLE STORY;17070.0;13297.0;1163-LED20CL
183407937;SIMPLE STORY;SIMPLE STORY;17070.0;13297.0;1163-LED20PL
184159692;SIMPLE STORY;SIMPLE STORY;16557.0;12897.0;1082-LED4PL
122900339;SIMPLE STORY;SIMPLE STORY;16472.0;12831.0;1154-LED15PL
184037455;SIMPLE STORY;SIMPLE STORY;16193.0;12614.0;4871-1WL
187296855;SIMPLE STORY;SIMPLE STORY;16124.0;12560.0;1061-2WL
184037456;SIMPLE STORY;SIMPLE STORY;13497.0;10514.0;4831-1WL
122900320;SIMPLE STORY;SIMPLE STORY;12762.0;9941.0;1095-1CL
182746052;SIMPLE STORY;SIMPLE STORY;12597.0;9813.0;5031-1TL
