id_product;name;brand;priceU;salePriceU;article
95059676;AllConsoles;AllConsoles;49450.0;14656.0;1033-CS clear
134171015;AllConsoles;AllConsoles;58741.0;14203.0;1094-CB grey
148263892;AllConsoles;AllConsoles;40763.0;11446.0;1084-CG clear
148235758;AllConsoles;AllConsoles;47481.0;13703.0;1031-CB_G clear
148263897;AllConsoles;AllConsoles;60449.0;14616.0;1123-CB grey
193224532;AllConsoles;AllConsoles;17620.0;5772.0;1024-CTB grey
95059788;AllConsoles;AllConsoles;66528.0;16605.0;1063-CG clear
95059809;AllConsoles;AllConsoles;73275.0;14860.0;1054-CB clear
133908811;AllConsoles;AllConsoles;47320.0;8858.0;1073-CB clear
193154370;AllConsoles;AllConsoles;16087.0;5772.0;1024-CTB clear
95059805;AllConsoles;AllConsoles;70329.0;15908.0;1063-CB clear
94946318;AllConsoles;AllConsoles;74766.0;16912.0;1061-CG grey
94618192;AllConsoles;AllConsoles;73583.0;16644.0;1061-CG clear
95059793;AllConsoles;AllConsoles;71288.0;16125.0;1063-CB grey
94618189;AllConsoles;AllConsoles;75747.0;15952.0;1061-CB clear
94618178;AllConsoles;AllConsoles;76965.0;16809.0;1061-CB grey
148235767;AllConsoles;AllConsoles;54124.0;11398.0;1083-CG grey
133908804;AllConsoles;AllConsoles;53774.0;10905.0;1083-CB clear
133908817;AllConsoles;AllConsoles;54124.0;11398.0;1083-CB grey
134171012;AllConsoles;AllConsoles;59720.0;12111.0;1104-CB clear
134171024;AllConsoles;AllConsoles;60545.0;11806.0;1104-CB grey
